Timestamp,Coder initials:,Article ID:,What date was the article received by the journal?,Does the article state whether or not the data are available?,"According to the statement, how are the data accessible?",What reasons are provided?,"For reasons selected above, please provide additional details here:",What does the link lead to?,What is the file format?,Were you able to successfully download and open the data file(s)?,Does all of the data needed for evaluation and reproduction of the research appear to be available after brief review?,Are the data understandable after brief review?,Are analysis scripts also available to download?,Is a license provided with the data?,Why could you not access the data file?
5/8/17 18:04,GB,GygzB,8/24/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".txt, .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/23/17 17:30,GB,mtYDU,8/25/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
5/10/17 6:13,GB,PJGrX,8/25/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.csv,Yes,"Yes, all of the data appear to be available",Partly,Yes,"No, a license is not provided",
3/17/17 16:42,EY,veFJv,8/26/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/9/17 16:13,EY,LlEmL,8/27/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
4/7/17 18:09,GB,PgCSk,8/28/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".txt, .csv",Yes,"Yes, all of the data appear to be available",Partly,Yes,"No, a license is not provided",
3/25/17 15:01,GB,pxFtR,8/28/15,No - there is no data availability statement,,,,,,,,,,,
3/16/17 18:20,GB,XMBdw,8/28/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PDF,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/19/17 12:15,EC,KZOUC,8/29/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/25/17 4:03,GB,oBneh,8/31/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .doc or .docx (Microsoft Word), Links to publicly available data",Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
4/7/17 16:05,GB,DFXWG,9/10/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/17/17 16:34,EY,DRaKS,9/23/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/15/17 10:18,GB,jjmld,9/25/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/23/17 14:11,MK,jWSDW,10/8/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.sav or .sps (SPSS),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/25/17 4:06,GB,VwthW,10/11/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/8/17 15:02,MK,PkLdM,10/13/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.mat,No,,,,,Could not open file
4/7/17 10:49,MK,QsGPr,10/13/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/23/17 8:30,EC,zIKYL,10/13/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word), wave sound",Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/1/17 16:31,TH,AgnZI,10/14/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/10/17 12:41,MK,aPYea,10/14/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 12:00,EY,KteeD,10/14/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.txt,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 12:12,TH,tOZuq,10/19/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".sav or .sps (SPSS), .mpt",Some files only,It is unclear if all of the data are available,Partly,Yes,"No, a license is not provided",
4/27/17 10:09,EC,UpGSS,10/22/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 16:46,TH,zJGPr,10/23/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,It is unclear if all of the data are available,Partly,No,"Yes, it is a CC-BY license",
3/1/17 11:06,TH,IbIAB,10/27/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/23/17 15:28,MK,dfTWx,10/28/15,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:15,TH,gZJXQ,10/28/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.sav or .sps (SPSS),Yes,It is unclear if all of the data are available,Partly,No,"No, a license is not provided",
3/24/17 6:07,GB,PEILi,10/28/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), PDF",Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/23/17 17:45,GB,Pbqzu,11/9/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PDF,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/18/17 18:34,EC,sEGLF,11/11/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 12:04,TH,gIjYG,11/13/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/10/17 6:07,GB,wOnYr,11/13/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.sav or .sps (SPSS),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 11:33,TH,rYrBD,11/15/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/20/17 10:04,EC,SXoTj,11/16/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/14/17 18:31,MK,NoMcC,11/17/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/30/17 14:12,EY,osyhJ,11/18/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/20/17 13:55,TH,uKwTk,11/24/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,Yes,"Yes, it is a CC-BY license",
3/16/17 18:07,GB,iRTRd,11/28/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".txt, .xls or .xlsx (Excel)",Yes,"Yes, all of the data appear to be available",Yes,No,Custom,
3/1/17 17:01,TH,UvckV,11/30/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 11:17,TH,ENIfE,12/3/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/24/17 6:01,GB,heGqg,12/3/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), PDF",Yes,"Yes, all of the data appear to be available",Partly,No,"No, a license is not provided",
3/1/17 13:56,TH,xaCJr,12/8/15,No - there is no data availability statement,,,,,,,,,,,
3/17/17 2:47,GB,GYmpX,12/9/15,No - there is no data availability statement,,,,,,,,,,,
3/1/17 10:38,TH,Tbkij,12/12/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 14:42,TH,BVIXI,12/15/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.txt,Yes,It is unclear if all of the data are available,Partly,No,"No, a license is not provided",
3/14/17 10:30,MK,edskF,12/16/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"No, only some of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 17:09,TH,hJiYk,12/17/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
4/12/17 11:01,EY,vHFRQ,12/19/15,No - there is no data availability statement,,,,,,,,,,,
5/23/17 14:25,MK,IwMXr,12/20/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/10/17 6:10,GB,aaxRO,12/29/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,".dat, .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/17/17 16:31,EY,NRwMf,12/31/15,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.dat,Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/1/17 17:18,TH,CGeBg,1/6/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, only some of the data appear to be available",Yes,No,"No, a license is not provided",
3/24/17 6:03,GB,obGtF,1/7/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), PDF",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 13:45,TH,bQjnT,1/12/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
4/7/17 15:04,MK,UcGLB,1/13/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.txt,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 12:02,TH,COGGV,1/15/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 13:36,TH,IeIFy,1/15/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .zip",Yes,"Yes, all of the data appear to be available",Yes,Yes,"Yes, it is a CC-BY license",
4/7/17 16:10,GB,SfqUs,1/23/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/8/17 18:01,GB,nvKBz,1/25/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 16:59,TH,aYTsc,1/29/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .xls or .xlsx (Excel)",Some files only,It is unclear if all of the data are available,Partly,No,"Yes, it is a CC-BY license",
4/12/17 10:56,EY,fyGkU,2/4/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.dat,Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/25/17 14:42,GB,zMRRb,2/11/16,No - there is no data availability statement,,,,,,,,,,,
3/1/17 10:57,TH,KIUKz,2/12/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 12:39,TH,mdZMK,2/29/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .sav or .sps (SPSS), .zip",Yes,It is unclear if all of the data are available,Partly,No,"Yes, it is a CC-BY license",
3/14/17 10:17,MK,SFBil,3/5/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.sav or .sps (SPSS),Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
5/11/17 14:40,MK,CLrZt,3/17/16,No - there is no data availability statement,,,,,,,,,,,
3/1/17 11:15,TH,JjBgC,3/17/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".txt, .zip",Yes,It is unclear if all of the data are available,Partly,No,"Yes, it is a CC-BY license",
4/12/17 10:59,EY,Eqtzf,3/18/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/20/17 13:58,EC,leydV,3/30/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
4/12/17 10:52,EY,oJOAI,4/6/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/1/17 17:21,TH,ILpNO,4/8/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 13:50,TH,bGRfF,4/13/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 14:04,TH,EGmsU,4/15/16,No - there is no data availability statement,,,,,,,,,,,
5/17/17 16:53,MK,BCzxK,4/18/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Partly,No,"Yes, it is a CC-BY license",
3/1/17 10:54,TH,jCSIW,4/19/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 11:22,TH,tiRNK,5/4/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 14:12,TH,htkUz,5/5/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/1/17 14:34,TH,DFDwT,5/19/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
5/11/17 14:21,MK,sDcDq,5/24/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 11:40,TH,Cfseb,5/27/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
3/1/17 11:57,TH,wsHXi,5/27/16,No - there is no data availability statement,,,,,,,,,,,
3/25/17 14:35,GB,rpxGs,6/4/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 18:21,MK,UAIUi,6/16/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/1/17 16:38,TH,LFOLb,8/5/16,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.csv,Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
