Timestamp,Coder initials:,Article ID:,What date was the article received by the journal?,Does the article state whether or not the data are available?,"According to the statement, how are the data accessible?",What reasons are provided?,"For reasons selected above, please provide additional details here:",What does the link lead to?,What is the file format?,Were you able to successfully download and open the data file(s)?,Does all of the data needed for evaluation and reproduction of the research appear to be available after brief review?,Are the data understandable after brief review?,Are analysis scripts also available to download?,Is a license provided with the data?,Why could you not access the data file?
5/11/17 17:11,MK,UyhqN,12/2/09,No - there is no data availability statement,,,,,,,,,,,
5/11/17 17:25,MK,ZmBQw,2/16/10,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:24,MK,RNSjf,11/2/10,No - there is no data availability statement,,,,,,,,,,,
3/16/17 6:21,GB,bsZBj,1/15/11,No - there is no data availability statement,,,,,,,,,,,
3/14/17 10:58,MK,KNICM,8/14/11,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf and .aiff,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/16/17 9:42,MK,iaFLb,9/8/11,No - there is no data availability statement,,,,,,,,,,,
3/24/17 12:02,MK,fLKQZ,9/18/11,No - there is no data availability statement,,,,,,,,,,,
3/15/17 16:09,GB,huHkf,9/19/11,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.txt,Yes,"Yes, all of the data appear to be available",Partly,Yes,"No, a license is not provided",
4/7/17 16:37,GB,dlHGQ,9/26/11,No - there is no data availability statement,,,,,,,,,,,
5/17/17 19:09,MK,GZBWu,12/1/11,No - there is no data availability statement,,,,,,,,,,,
4/4/17 22:31,MK,GhUHB,12/30/11,No - there is no data availability statement,,,,,,,,,,,
3/17/17 9:32,GB,KYfkH,2/8/12,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:23,EY,AzMWF,4/3/12,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:22,EY,tNDKE,4/4/12,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/3/17 16:38,GB,tzokk,4/12/12,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:51,GB,BIUdc,4/13/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:34,EC,Lxnue,5/14/12,No - there is no data availability statement,,,,,,,,,,,
3/23/17 9:23,EC,ZbRer,5/31/12,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/23/17 15:17,MK,MkDmz,6/1/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 9:05,GB,YrVlq,6/11/12,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:15,GB,BVGVL,6/29/12,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:58,GB,KhSgg,7/1/12,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:14,GB,wdAJp,7/5/12,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:39,GB,rhcaK,7/30/12,No - there is no data availability statement,,,,,,,,,,,
3/16/17 8:36,GB,kiRci,8/3/12,No - there is no data availability statement,,,,,,,,,,,
3/23/17 9:09,EC,Pzeci,8/3/12,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/16/17 13:15,MK,vmgaK,8/3/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:25,EC,EcYBI,8/8/12,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:27,GB,TcZFo,8/9/12,No - there is no data availability statement,,,,,,,,,,,
3/16/17 10:27,MK,DntUn,8/20/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:37,EC,ICZYM,8/23/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 18:00,GB,IefFE,8/24/12,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:56,EC,nBRDH,8/28/12,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:22,EY,dXpha,9/4/12,No - there is no data availability statement,,,,,,,,,,,
3/25/17 5:02,GB,QBXAw,9/20/12,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:44,MK,glJaU,10/2/12,No - there is no data availability statement,,,,,,,,,,,
3/30/17 23:28,EY,tbDQb,10/9/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:23,EC,tiKnc,10/12/12,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:51,MK,wlifs,10/26/12,No - there is no data availability statement,,,,,,,,,,,
5/11/17 17:18,MK,mxGXx,11/10/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:22,EC,TYQTO,11/12/12,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:45,MK,cuVTn,11/26/12,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/17/17 17:11,EY,ebmDS,12/12/12,No - there is no data availability statement,,,,,,,,,,,
5/11/17 15:58,MK,sZwOn,12/15/12,No - there is no data availability statement,,,,,,,,,,,
3/14/17 21:54,MK,FAQxR,12/22/12,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:36,EC,hpbvW,12/25/12,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:11,GB,srDXu,12/30/12,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:41,EC,wapZZ,1/14/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/17/17 17:20,EY,mqdQt,1/31/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:11,EY,hagBi,2/1/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 22:59,MK,ZIjjp,2/8/13,Yes - the statement says that the data (or some of the data) are available,Part of data available in Table 1 in article,,,Other,Other,Yes,"No, only some of the data appear to be available",Yes,No,"No, a license is not provided",
3/16/17 8:36,GB,gzSqr,2/11/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 23:26,EY,cGupd,2/13/13,No - there is no data availability statement,,,,,,,,,,,
3/9/17 18:39,EY,kHHHo,2/15/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,pdf,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/19/17 14:26,EC,OQwWo,2/16/13,No - there is no data availability statement,,,,,,,,,,,
3/24/17 11:46,MK,DoDsH,2/21/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/17/17 18:34,MK,IAKpm,2/25/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 14:22,EC,TSHCw,2/28/13,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:28,GB,pLjgx,3/2/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:18,GB,TeTHx,3/5/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:54,MK,XAGkk,3/6/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:49,MK,POksz,3/13/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, only some of the data appear to be available",Partly,No,"No, a license is not provided",
3/16/17 12:50,MK,lSlip,3/16/13,No - there is no data availability statement,,,,,,,,,,,
5/11/17 17:22,MK,AkIKb,3/19/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 4:55,GB,rPtll,3/29/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 14:25,EC,qvhJO,4/1/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:37,GB,IXOUJ,4/2/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:15,GB,udqsn,4/4/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 14:24,EC,zplUh,4/4/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 12:40,MK,UovFF,4/8/13,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:29,EC,RVjqK,4/9/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:18,EY,IucDF,4/10/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:59,MK,hKEto,4/22/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 23:04,MK,qZREr,4/24/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 8:38,GB,buqQb,4/26/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:03,GB,YhJWP,4/28/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 18:23,GB,uXSDc,4/30/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:59,GB,pKABT,5/2/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/15/17 10:49,GB,LRzpI,5/6/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,These are audio and visual files; probably not what we're looking for...,Yes,"No, only some of the data appear to be available",Partly,No,"No, a license is not provided",
5/17/17 19:03,MK,NrnMv,5/7/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:41,MK,nVpwA,5/9/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 15:46,MK,pbINV,5/9/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/19/17 14:18,EC,QfgHC,5/15/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 23:21,EY,arjKZ,5/16/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:33,MK,YcqYd,5/16/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
4/12/17 15:18,EY,ZPXDR,5/18/13,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:43,EY,OHuhB,5/20/13,No - there is no data availability statement,,,,,,,,,,,
5/17/17 19:24,MK,Hyrbr,5/28/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:24,EC,jOGCJ,5/28/13,No - there is no data availability statement,,,,,,,,,,,
3/8/17 10:40,TH,lRoRe,5/29/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:54,GB,IWqPj,6/3/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 13:47,EC,sOdMc,6/3/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 22:29,MK,LFBIH,6/4/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:27,GB,eznPG,6/5/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/17/17 12:14,GB,qQMTw,6/10/13,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:27,EY,zWTGe,6/11/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/20/17 17:52,GB,jYfzx,6/12/13,No - there is no data availability statement,,,,,,,,,,,
5/23/17 15:03,MK,tEWYW,6/13/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 9:19,EC,sMZuT,6/14/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PowerPoint,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/17/17 19:14,MK,ynhFr,6/14/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 8:44,EC,cOKyU,6/17/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:22,EC,wUrNc,6/19/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:46,GB,MwtWO,6/20/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 10:20,GB,YLQVn,6/23/13,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:18,EC,XBGYM,6/28/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:56,GB,ZwIdH,6/28/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:24,GB,waoFs,6/29/13,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:38,EY,NPDIx,7/1/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:44,GB,NzIbY,7/3/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 16:25,MK,GRcOW,7/8/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 15:44,MK,utbJY,7/8/13,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:30,EC,wBqQq,7/9/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:17,EY,zsjyB,7/11/13,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:46,EC,XLiKQ,7/18/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:21,EC,DYKHV,7/19/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 9:54,MK,dTNTk,7/24/13,No - there is no data availability statement,,,,,,,,,,,
3/1/17 16:42,TH,FbXsO,7/24/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/20/17 10:19,EC,gcQkM,7/24/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:20,GB,uQntS,7/25/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:48,MK,zuuVy,7/25/13,No - there is no data availability statement,,,,,,,,,,,
5/17/17 19:21,MK,DVUAY,7/30/13,No - there is no data availability statement,,,,,,,,,,,
4/4/17 22:26,MK,cVRZK,7/31/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/20/17 10:18,EC,zfCkB,7/31/13,No - there is no data availability statement,,,,,,,,,,,
5/17/17 18:40,MK,fRsBU,8/1/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:36,MK,TDkqK,8/1/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 9:56,MK,MbqHE,8/3/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 12:56,MK,TISfS,8/6/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:20,EC,xiUqd,8/6/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 23:29,EY,bpJUC,8/8/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:20,EY,TlhWh,8/12/13,No - there is no data availability statement,,,,,,,,,,,
5/3/17 16:41,GB,gwfCN,8/13/13,No - there is no data availability statement,,,,,,,,,,,
5/17/17 19:17,MK,QDSzz,8/15/13,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:29,EY,tzfuz,8/15/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:20,EC,pcvpW,8/19/13,No - there is no data availability statement,,,,,,,,,,,
5/8/17 16:06,MK,baLia,8/20/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:35,GB,ecDvS,8/20/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 8:30,GB,btBgZ,8/21/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 18:02,GB,qdzTt,8/21/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:17,GB,gIiDi,8/23/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 16:45,EY,yQhvt,8/27/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 16:03,MK,uwyKK,8/29/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 8:50,EC,JASoo,9/1/13,No - there is no data availability statement,,,,,,,,,,,
5/23/17 15:12,MK,khoLc,9/4/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 10:13,MK,REanf,9/9/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:33,EC,wNhKX,9/12/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:53,GB,JTKCn,9/14/13,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:33,EY,cpEbR,9/16/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/25/17 15:46,GB,DMTRy,9/16/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/9/17 17:03,EY,GlktW,9/23/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 9:07,EC,RVRwK,9/24/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".txt, R file",Yes,"Yes, all of the data appear to be available",Yes,Yes,"No, a license is not provided",
3/14/17 18:20,GB,vwZDr,9/24/13,No - there is no data availability statement,,,,,,,,,,,
5/24/17 12:35,TH,notnc,10/1/13,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:49,EC,kUJrv,10/3/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 22:41,MK,lTpCj,10/3/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:32,GB,dDgSh,10/4/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"No, a license is not provided",
4/27/17 10:31,EC,GtinS,10/7/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:23,EC,LdPNt,10/7/13,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:12,EY,AghMR,10/8/13,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:37,EC,EEnuk,10/8/13,No - there is no data availability statement,,,,,,,,,,,
3/16/17 13:29,MK,mLOKU,10/8/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 22:52,MK,PPTYA,10/8/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 14:20,EC,aDZuM,10/9/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 18:23,GB,FcYpz,10/9/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 8:51,MK,UYYED,10/10/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.xls or .xlsx (Excel),Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
4/7/17 16:31,GB,myNru,10/18/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:24,GB,qHPXp,10/20/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,PDF,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/30/17 23:24,EY,WuRUQ,10/21/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:12,GB,MUXgG,10/23/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".doc or .docx (Microsoft Word), JPG",Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/9/17 17:39,EY,oFaEB,10/28/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:20,EC,lScMl,10/31/13,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:25,EY,eLPjp,11/1/13,No - there is no data availability statement,,,,,,,,,,,
3/1/17 17:13,TH,FLDPD,11/5/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
5/11/17 17:06,MK,PQpBD,11/5/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 4:52,GB,VEjWH,11/6/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:29,MK,BHFWq,11/11/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:14,EY,WBLAf,11/18/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,pptx,Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/14/17 18:04,GB,PcEuB,11/20/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:53,MK,blgkF,11/26/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".csv, .pdf",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/25/17 4:58,GB,izEFn,11/26/13,No - there is no data availability statement,,,,,,,,,,,
3/23/17 9:02,EC,Zwhxe,11/27/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/19/17 14:21,EC,QYMHB,11/29/13,No - there is no data availability statement,,,,,,,,,,,
5/11/17 17:01,MK,PScpO,11/30/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:14,EY,PfJpn,12/1/13,No - there is no data availability statement,,,,,,,,,,,
3/15/17 13:22,MK,RjZok,12/6/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 18:08,GB,WMSsu,12/6/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:17,GB,RAzBq,12/7/13,No - there is no data availability statement,,,,,,,,,,,
3/25/17 4:48,GB,PNcmz,12/10/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 23:23,EY,ALFgd,12/14/13,No - there is no data availability statement,,,,,,,,,,,
3/17/17 17:12,EY,IIbDy,12/16/13,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:31,EY,pvwiW,12/16/13,No - there is no data availability statement,,,,,,,,,,,
3/19/17 13:32,EC,xAQTM,12/18/13,No - there is no data availability statement,,,,,,,,,,,
5/3/17 16:28,GB,CoRFV,12/19/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 15:56,MK,oNSMj,12/19/13,No - there is no data availability statement,,,,,,,,,,,
3/30/17 16:18,EY,CHDsX,12/20/13,No - there is no data availability statement,,,,,,,,,,,
5/10/17 7:29,GB,fQbuY,12/20/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,Unclear,No,,,,,File was not available at URL
3/20/17 10:17,EC,odxXF,12/20/13,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:41,MK,bRQBz,12/26/13,No - there is no data availability statement,,,,,,,,,,,
3/20/17 17:33,GB,rVsFO,12/30/13,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/17/17 12:19,GB,CNVtf,1/1/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/18/17 19:58,EC,cWIgZ,1/3/14,No - there is no data availability statement,,,,,,,,,,,
4/12/17 15:32,EY,ORvcy,1/3/14,No - there is no data availability statement,,,,,,,,,,,
5/8/17 15:54,MK,KGGcR,1/7/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:05,GB,uqXzP,1/7/14,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:44,EC,xGzbQ,1/7/14,No - there is no data availability statement,,,,,,,,,,,
5/3/17 16:34,GB,MSqaT,1/10/14,No - there is no data availability statement,,,,,,,,,,,
3/19/17 13:39,EC,EqnmW,1/13/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:09,GB,tvMjT,1/17/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 19:07,MK,gaIBC,1/21/14,No - there is no data availability statement,,,,,,,,,,,
3/19/17 13:42,EC,NvsPf,1/21/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 8:11,GB,OREoI,1/21/14,No - there is no data availability statement,,,,,,,,,,,
3/17/17 6:00,GB,YqvBr,1/23/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:28,EC,BHxXn,1/27/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:26,EC,sjWnl,1/29/14,No - there is no data availability statement,,,,,,,,,,,
5/17/17 18:58,MK,GYZpM,1/30/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:16,EC,ENFbW,2/4/14,No - there is no data availability statement,,,,,,,,,,,
3/23/17 8:43,EC,nIJWu,2/7/14,No - there is no data availability statement,,,,,,,,,,,
5/10/17 16:15,MK,RGFOX,2/12/14,No - there is no data availability statement,,,,,,,,,,,
3/25/17 15:53,GB,GUZey,2/13/14,No - there is no data availability statement,,,,,,,,,,,
3/14/17 11:20,MK,AYafe,2/17/14,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:17,GB,BWEDy,2/17/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,".xls or .xlsx (Excel), .doc or .docx (Microsoft Word)",Yes,"Yes, all of the data appear to be available",Yes,No,"Yes, it is a CC-BY license",
3/16/17 8:23,GB,laLBJ,2/17/14,No - there is no data availability statement,,,,,,,,,,,
3/23/17 8:59,EC,pXSoX,2/18/14,No - there is no data availability statement,,,,,,,,,,,
3/18/17 19:54,EC,wEgMg,2/19/14,No - there is no data availability statement,,,,,,,,,,,
4/27/17 10:20,EC,NBAVR,2/20/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,Supplementary information hosted at Cognition,.doc or .docx (Microsoft Word),Yes,"No, there are no data in the file",No,No,"No, a license is not provided",
3/23/17 17:59,GB,zGArU,2/20/14,No - there is no data availability statement,,,,,,,,,,,
3/23/17 17:54,GB,ZKxBS,2/28/14,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:47,GB,iacnO,3/6/14,No - there is no data availability statement,,,,,,,,,,,
3/9/17 17:20,EY,ieEZW,3/7/14,Yes - the statement says that the data (or some of the data) are available,Via a URL,,,A third party repository,.csv,Yes,"Yes, all of the data appear to be available",Partly,Yes,"Yes, it is a CC-BY license",
3/14/17 19:51,MK,SuAcJ,3/10/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 10:15,EC,qFHyl,3/12/14,No - there is no data availability statement,,,,,,,,,,,
4/7/17 16:54,GB,UvTyI,3/13/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 10:23,MK,RdfNK,3/15/14,No - there is no data availability statement,,,,,,,,,,,
3/16/17 10:15,MK,lRmTS,3/21/14,No - there is no data availability statement,,,,,,,,,,,
5/8/17 15:48,MK,UzDIz,3/24/14,No - there is no data availability statement,,,,,,,,,,,
3/20/17 14:21,EC,ViLyM,3/24/14,No - there is no data availability statement,,,,,,,,,,,
